Frame,Time,WRUX,WRUY,WRUZ,WRRX,WRRY,WRRZ,FARX,FARY,FARZ,FAUX,FAUY,FAUZ,CMC1X,CMC1Y,CMC1Z,CMC2X,CMC2Y,CMC2Z,CMC5X,CMC5Y,CMC5Z,MCP1X,MCP1Y,MCP1Z,MCP2X,MCP2Y,MCP2Z,MCP3X,MCP3Y,MCP3Z,MCP4X,MCP4Y,MCP4Z,MCP5X,MCP5Y,MCP5Z,IPX,IPY,IPZ,FT1X,FT1Y,FT1Z,PIP2X,PIP2Y,PIP2Z,DIP2X,DIP2Y,DIP2Z,FT2X,FT2Y,FT2Z,PIP3X,PIP3Y,PIP3Z,DIP3X,DIP3Y,DIP3Z,FT3X,FT3Y,FT3Z,PIP4X,PIP4Y,PIP4Z,DIP4X,DIP4Y,DIP4Z,FT4X,FT4Y,FT4Z,PIP5X,PIP5Y,PIP5Z,DIP5X,DIP5Y,DIP5Z,FT5X,FT5Y,FT5Z
1493,9.94667,485.112,46.652,-195.872,436.244,50.381,-191.402,448.355,62.411,-148.527,491.41,58.846,-140.509,410.191,26.846,-222.206,439.495,61.485,-233.703,479.404,46.174,-240.45,398.063,24.338,-255.169,424.726,79.472,-271.351,453.278,76.082,-276.835,471.133,63.64,-274.449,485.45,47.397,-274.071,382.96,13.375,-284.099,377.593,8.324,-304.947,414.428,65.685,-326.371,407.832,37.002,-341.523,405.928,22.089,-343.282,450.06,67.087,-334.244,435.946,36.394,-351.769,429.88,19.011,-351.921,474.233,47.713,-324.427,458.713,20.81,-345.048,444.379,9.143,-348.142,479.592,17.266,-314.569,467.638,-1.669,-324.15,457.855,-9.45,-326.458
1494,9.95333,484.835,45.634,-196.466,436.037,49.323,-192.034,448.084,61.452,-149.159,491.123,57.979,-141.14,409.989,25.679,-222.809,439.223,60.26,-234.442,479.277,45.105,-241.1,397.951,23.044,-255.78,424.463,78.093,-272.162,453.053,74.761,-277.624,470.93,62.355,-275.152,485.22,46.094,-274.683,382.813,12.054,-284.735,377.518,6.956,-305.551,414.232,64.063,-327.132,407.672,35.359,-342.159,405.825,20.424,-343.921,449.898,65.518,-334.971,435.848,34.724,-352.374,429.756,17.369,-352.513,474.039,46.249,-325.022,458.645,19.236,-345.617,444.332,7.517,-348.685,479.534,15.841,-315.092,467.634,-3.117,-324.586,457.878,-10.973,-326.897
1495,9.96,484.589,44.621,-197.029,435.789,48.255,-192.663,447.834,60.536,-149.806,490.872,57.08,-141.75,409.807,24.445,-223.398,438.992,59.087,-235.116,479.001,43.889,-241.678,397.772,21.656,-256.385,424.216,76.732,-272.957,452.805,73.402,-278.335,470.726,61.083,-275.811,485.094,44.906,-275.332,382.768,10.589,-285.301,377.443,5.404,-306.128,414.043,62.485,-327.884,407.587,33.702,-342.777,405.74,18.763,-344.509,449.709,63.945,-335.671,435.694,33.143,-353.026,429.739,15.711,-353.1,473.893,44.788,-325.634,458.573,17.696,-346.138,444.305,5.925,-349.193,479.451,14.404,-315.536,467.643,-4.642,-325.031,457.833,-12.506,-327.336
1496,9.96667,484.404,43.616,-197.599,435.57,47.188,-193.259,447.6,59.554,-150.412,490.65,56.21,-142.314,409.659,23.167,-223.984,438.759,57.909,-235.742,478.756,42.696,-242.226,397.679,20.252,-256.938,423.962,75.347,-273.699,452.55,72.033,-279.021,470.514,59.793,-276.443,484.931,43.627,-275.897,382.698,9.01,-285.841,377.473,3.678,-306.634,413.924,60.867,-328.562,407.512,32.051,-343.396,405.704,17.124,-345.09,449.54,62.389,-336.309,435.701,31.518,-353.662,429.694,14.098,-353.742,473.788,43.364,-326.253,458.571,16.131,-346.643,444.321,4.342,-349.696,479.445,12.952,-316.01,467.655,-6.12,-325.443,457.91,-14.03,-327.731
1497,9.97333,484.22,42.559,-198.137,435.37,46.103,-193.834,447.406,58.6,-151.002,490.406,55.255,-142.873,409.536,21.924,-224.521,438.567,56.671,-236.384,478.565,41.59,-242.784,397.618,18.838,-257.528,423.746,73.945,-274.385,452.394,70.714,-279.712,470.333,58.462,-277.044,484.747,42.328,-276.365,382.704,7.403,-286.359,377.464,2.021,-307.144,413.812,59.297,-329.229,407.468,30.455,-343.988,405.685,15.517,-345.684,449.426,60.832,-336.921,435.685,29.946,-354.276,429.708,12.524,-354.359,473.726,41.926,-326.766,458.584,14.645,-347.169,444.404,2.811,-350.213,479.464,11.596,-316.44,467.761,-7.533,-325.892,458.001,-15.446,-328.176
1498,9.98,484.067,41.5,-198.617,435.172,44.962,-194.376,447.167,57.653,-151.565,490.24,54.348,-143.425,409.376,20.632,-225.064,438.351,55.405,-236.967,478.532,40.451,-243.291,397.628,17.387,-258.076,423.571,72.562,-275.045,452.255,69.366,-280.329,470.228,57.182,-277.613,484.61,41.071,-276.869,382.785,5.804,-286.856,377.528,0.381,-307.64,413.751,57.761,-329.849,407.444,28.862,-344.549,405.713,13.931,-346.218,449.344,59.315,-337.519,435.643,28.417,-354.84,429.737,10.95,-354.908,473.667,40.514,-327.252,458.666,13.218,-347.685,444.473,1.351,-350.743,479.52,10.264,-316.892,467.869,-8.897,-326.35,458.163,-16.813,-328.697
1499,9.98667,483.876,40.372,-199.123,435.052,43.869,-194.919,447.027,56.641,-152.131,490.042,53.41,-143.931,409.305,19.393,-225.564,438.211,54.196,-237.502,478.307,39.158,-243.723,397.578,16.004,-258.606,423.473,71.208,-275.658,452.058,68.027,-280.843,470.098,55.862,-278.114,484.578,39.796,-277.324,382.797,4.332,-287.413,377.647,-1.251,-308.111,413.77,56.237,-330.458,407.491,27.314,-345.1,405.729,12.393,-346.72,449.323,57.839,-338.059,435.732,26.854,-355.356,429.779,9.405,-355.412,473.641,39.185,-327.786,458.697,11.804,-348.178,444.595,-0.085,-351.27,479.621,8.943,-317.319,468.008,-10.274,-326.832,458.328,-18.177,-329.183
1500,9.99333,483.807,39.308,-199.6,434.915,42.737,-195.407,446.866,55.654,-152.679,489.887,52.472,-144.424,409.212,18.152,-226.104,438.127,52.979,-238.078,478.247,37.924,-244.2,397.579,14.685,-259.154,423.397,69.837,-276.264,451.975,66.693,-281.381,470.016,54.525,-278.577,484.499,38.455,-277.763,382.895,2.883,-287.929,377.745,-2.796,-308.62,413.763,54.776,-331.043,407.538,25.819,-345.617,405.786,10.853,-347.218,449.382,56.417,-338.603,435.76,25.388,-355.856,429.891,7.933,-355.904,473.642,37.832,-328.229,458.829,10.447,-348.647,444.733,-1.477,-351.793,479.752,7.615,-317.77,468.181,-11.518,-327.306,458.565,-19.45,-329.716
1501,10,483.695,38.158,-200.041,434.821,41.61,-195.896,446.735,54.671,-153.191,489.754,51.483,-144.919,409.15,16.903,-226.548,438.019,51.692,-238.555,478.259,36.76,-244.658,397.599,13.379,-259.691,423.357,68.505,-276.832,452.003,65.379,-281.951,470.028,53.205,-279.066,484.462,37.117,-278.14,383.003,1.45,-288.433,377.884,-4.223,-309.161,413.836,53.327,-331.559,407.612,24.319,-346.137,405.865,9.363,-347.67,449.408,54.943,-339.112,435.87,23.916,-356.374,429.978,6.455,-356.392,473.743,36.449,-328.687,458.978,9.044,-349.106,444.909,-2.871,-352.317,479.893,6.358,-318.197,468.373,-12.839,-327.763,459.008,-20.436,-330.353
1502,10.00667,483.622,37.066,-200.465,434.734,40.521,-196.381,446.611,53.709,-153.688,489.641,50.522,-145.387,409.11,15.707,-227.049,437.969,50.471,-239.055,478.216,35.456,-245.031,397.622,12.091,-260.192,423.319,67.163,-277.366,451.98,64.031,-282.416,470.044,51.902,-279.557,484.459,35.828,-278.543,383.093,0.192,-288.962,378.042,-5.61,-309.636,413.941,51.898,-332.096,407.715,22.896,-346.615,406.011,7.943,-348.197,449.45,53.578,-339.582,436.027,22.53,-356.847,430.111,5.071,-356.88,473.796,35.013,-329.074,459.171,7.67,-349.543,445.113,-4.28,-352.84,480.004,5.085,-318.557,468.579,-14.121,-328.208,459.253,-21.701,-330.886
1503,10.01333,483.559,35.948,-200.889,434.661,39.452,-196.816,446.524,52.761,-154.185,489.54,49.576,-145.816,409.067,14.551,-227.498,437.978,49.297,-239.547,478.204,34.303,-245.447,397.752,10.895,-260.699,423.306,65.855,-277.92,451.988,62.665,-282.897,469.999,50.614,-279.934,484.458,34.574,-278.926,383.229,-1.069,-289.449,378.238,-6.869,-310.093,414.027,50.517,-332.638,407.879,21.48,-347.122,406.111,6.537,-348.673,449.547,52.195,-340.046,436.106,21.161,-357.297,430.316,3.658,-357.347,473.896,33.65,-329.486,459.368,6.31,-350.017,445.365,-5.652,-353.391,480.228,3.831,-318.946,468.854,-15.367,-328.635,459.471,-23.048,-331.221
1504,10.02,483.508,34.87,-201.251,434.626,38.377,-197.269,446.455,51.792,-154.621,489.466,48.66,-146.238,409.095,13.414,-227.938,437.937,48.088,-239.986,478.206,33.13,-245.829,397.792,9.744,-261.181,423.323,64.594,-278.463,452.086,61.43,-283.421,470.043,49.324,-280.379,484.466,33.309,-279.257,383.392,-2.336,-289.911,378.411,-8.162,-310.593,414.182,49.159,-333.14,408.036,20.119,-347.592,406.283,5.126,-349.107,449.673,50.819,-340.532,436.319,19.746,-357.756,430.456,2.247,-357.777,474.03,32.229,-329.877,459.591,4.948,-350.444,445.645,-7.013,-353.892,480.429,2.631,-319.273,469.056,-16.56,-329.109,459.768,-24.136,-331.886
1505,10.02667,483.499,33.867,-201.621,434.587,37.342,-197.683,446.389,50.871,-155.086,489.376,47.738,-146.624,409.108,12.294,-228.371,438.004,46.941,-240.487,478.233,31.96,-246.194,397.867,8.57,-261.676,423.396,63.305,-278.962,452.102,60.177,-283.831,470.152,48.079,-280.83,484.539,32.044,-279.561,383.529,-3.493,-290.384,378.576,-9.366,-311.034,414.379,47.819,-333.635,408.224,18.752,-348.062,406.503,3.814,-349.562,449.833,49.431,-340.95,436.514,18.345,-358.17,430.67,0.901,-358.243,474.209,30.877,-330.256,459.863,3.564,-350.824,445.904,-8.35,-354.353,480.646,1.546,-319.658,469.291,-17.724,-329.493,460.031,-25.359,-332.226
1506,10.03333,483.507,32.817,-201.993,434.594,36.334,-198.11,446.34,49.969,-155.509,489.374,46.872,-147.03,409.132,11.224,-228.777,438.053,45.837,-240.892,478.321,30.859,-246.553,398.013,7.442,-262.091,423.488,62.098,-279.478,452.172,58.929,-284.305,470.186,46.85,-281.172,484.64,30.812,-279.925,383.699,-4.663,-290.81,378.759,-10.608,-311.457,414.565,46.527,-334.138,408.449,17.448,-348.51,406.717,2.445,-349.965,450.01,48.062,-341.361,436.705,17.038,-358.637,430.904,-0.491,-358.696,474.392,29.553,-330.617,460.117,2.292,-351.208,446.21,-9.644,-354.799,480.867,0.353,-319.984,469.579,-18.885,-329.904,460.307,-26.569,-332.665
1507,10.04,483.569,31.874,-202.323,434.614,35.374,-198.525,446.289,49.11,-155.93,489.331,45.978,-147.382,409.217,10.209,-229.173,438.141,44.747,-241.351,478.376,29.718,-246.901,398.18,6.371,-262.543,423.59,60.945,-279.975,452.367,57.751,-284.763,470.338,45.671,-281.571,484.693,29.623,-280.211,383.86,-5.815,-291.246,378.988,-11.783,-311.849,414.735,45.218,-334.582,408.637,16.128,-348.892,406.919,1.171,-350.365,450.244,46.784,-341.776,436.985,15.72,-359.04,431.143,-1.742,-359.173,474.693,28.271,-330.983,460.422,0.999,-351.569,446.443,-10.872,-355.152,481.074,-0.872,-320.252,469.793,-20.131,-330.204,460.603,-27.771,-333.011
1508,10.04667,483.611,30.897,-202.632,434.657,34.464,-198.9,446.327,48.27,-156.34,489.341,45.142,-147.743,409.289,9.198,-229.533,438.205,43.739,-241.738,478.456,28.669,-247.206,398.268,5.318,-262.9,423.71,59.803,-280.416,452.525,56.576,-285.151,470.487,44.522,-281.948,484.884,28.506,-280.586,384.082,-6.895,-291.625,378.979,-12.706,-312.192,415.003,43.968,-335.033,408.862,14.897,-349.275,407.135,-0.09,-350.723,450.458,45.518,-342.151,437.282,14.475,-359.402,431.439,-2.969,-359.636,474.91,27.101,-331.261,460.663,-0.171,-351.876,446.735,-12.051,-355.529,481.342,-2.087,-320.512,470.068,-21.339,-330.485,460.813,-29.002,-333.259
1509,10.05333,483.664,29.958,-202.945,434.735,33.554,-199.249,446.372,47.459,-156.709,489.33,44.313,-148.021,409.345,8.229,-229.899,438.358,42.751,-242.129,478.556,27.638,-247.49,398.408,4.309,-263.293,423.888,58.741,-280.892,452.783,55.484,-285.627,470.654,43.45,-282.292,484.995,27.407,-280.81,384.271,-7.926,-291.951,379.172,-13.761,-312.514,415.197,42.752,-335.436,409.121,13.642,-349.626,407.352,-1.35,-351.026,450.717,44.289,-342.541,437.511,13.295,-359.713,431.735,-4.199,-360.018,475.163,25.958,-331.606,460.934,-1.338,-352.162,447.01,-13.228,-355.822,481.548,-3.315,-320.72,470.33,-22.538,-330.696,461.091,-30.202,-333.488
1510,10.06,483.708,29.031,-203.177,434.798,32.674,-199.567,446.392,46.66,-157.059,489.345,43.535,-148.336,409.448,7.346,-230.204,438.48,41.768,-242.478,478.724,26.687,-247.803,398.561,3.305,-263.62,424.061,57.711,-281.28,452.883,54.42,-285.95,470.811,42.387,-282.593,485.169,26.338,-281.072,384.445,-8.941,-292.317,379.371,-14.809,-312.845,415.475,41.621,-335.839,409.359,12.454,-349.961,407.618,-2.482,-351.341,450.929,43.089,-342.888,437.811,12.045,-360.017,432.029,-5.392,-360.339,475.365,24.779,-331.836,461.227,-2.564,-352.407,447.244,-14.437,-356.04,481.765,-4.459,-320.914,470.566,-23.72,-330.863,461.291,-31.367,-333.642
1511,10.06667,483.832,28.174,-203.468,434.888,31.866,-199.884,446.436,45.937,-157.381,489.416,42.755,-148.607,409.548,6.44,-230.488,438.679,40.91,-242.814,478.775,25.634,-247.986,398.705,2.382,-263.898,424.237,56.717,-281.668,453.141,53.417,-286.332,471.01,41.335,-282.868,485.361,25.327,-281.327,384.604,-9.919,-292.569,379.523,-15.773,-313.124,415.73,40.519,-336.182,409.618,11.332,-350.214,407.868,-3.652,-351.605,451.192,41.937,-343.183,438.1,10.865,-360.246,432.287,-6.549,-360.592,475.665,23.642,-332.09,461.472,-3.714,-352.587,447.54,-15.593,-356.255,481.999,-5.573,-321.108,470.795,-24.826,-331.024,461.493,-32.535,-333.772
1512,10.07333,483.902,27.31,-203.64,434.948,31.039,-200.153,446.498,45.196,-157.642,489.43,41.995,-148.827,409.684,5.634,-230.737,438.77,39.985,-243.093,478.994,24.789,-248.246,398.842,1.494,-264.156,424.447,55.747,-282.01,453.297,52.405,-286.59,471.208,40.36,-283.124,485.522,24.312,-281.522,384.734,-10.845,-292.857,379.68,-16.746,-313.386,416.052,39.456,-336.525,409.895,10.247,-350.484,408.146,-4.689,-351.88,451.464,40.844,-343.461,438.348,9.739,-360.481,432.541,-7.656,-360.793,475.902,22.5,-332.295,461.721,-4.865,-352.773,447.757,-16.734,-356.411,482.178,-6.677,-321.231,471.003,-25.956,-331.135,461.692,-33.604,-333.89
1513,10.08,483.997,26.491,-203.845,435.064,30.273,-200.419,446.555,44.48,-157.946,489.521,41.271,-149.068,409.772,4.822,-230.978,438.93,39.119,-243.376,479.12,23.862,-248.424,398.974,0.626,-264.385,424.667,54.848,-282.342,453.569,51.467,-286.91,471.476,39.386,-283.397,485.725,23.323,-281.725,384.88,-11.754,-293.082,379.85,-17.695,-313.625,416.262,38.372,-336.849,410.227,9.272,-350.696,408.369,-5.751,-352.061,451.746,39.766,-343.731,438.598,8.676,-360.708,432.767,-8.737,-360.982,476.131,21.468,-332.482,461.932,-5.969,-352.917,447.932,-17.819,-356.538,482.388,-7.749,-321.349,471.177,-27.022,-331.225,461.861,-34.656,-333.962
1514,10.08667,484.106,25.705,-204.03,435.184,29.503,-200.646,446.612,43.815,-158.169,489.609,40.583,-149.256,409.893,4.035,-231.185,439.106,38.306,-243.636,479.299,23.011,-248.611,399.126,-0.211,-264.593,424.869,53.974,-282.599,453.805,50.569,-287.175,471.635,38.431,-283.596,485.912,22.384,-281.936,385.017,-12.639,-293.28,379.977,-18.631,-313.765,416.586,37.393,-337.13,410.477,8.294,-350.9,408.607,-6.721,-352.279,451.983,38.743,-343.957,438.828,7.629,-360.881,433.008,-9.809,-361.129,476.335,20.446,-332.646,462.153,-7.031,-353.03,448.152,-18.861,-356.669,482.564,-8.784,-321.461,471.373,-28.035,-331.41,462.05,-35.605,-334.188
1515,10.09333,484.214,24.908,-204.182,435.287,28.758,-200.853,446.715,43.133,-158.399,489.646,39.912,-149.419,409.994,3.291,-231.384,439.237,37.512,-243.82,479.359,22.066,-248.75,399.243,-1.068,-264.768,425.071,53.13,-282.873,453.956,49.669,-287.379,471.835,37.566,-283.807,486.056,21.501,-282.084,385.143,-13.541,-293.451,380.169,-19.559,-313.941,416.819,36.462,-337.372,410.7,7.332,-351.091,408.789,-7.691,-352.43,452.215,37.759,-344.172,439.018,6.642,-361.02,433.179,-10.801,-361.237,476.563,19.455,-332.854,462.36,-8.046,-353.178,448.33,-19.851,-356.781,482.742,-9.771,-321.564,471.553,-29.026,-331.393,462.198,-36.682,-334.107
1516,10.1,484.328,24.187,-204.331,435.372,28.084,-201.033,446.786,42.504,-158.618,489.73,39.262,-149.593,410.096,2.503,-231.556,439.36,36.704,-244.043,479.548,21.345,-248.947,399.378,-1.89,-264.927,425.23,52.279,-283.09,454.205,48.849,-287.622,471.94,36.723,-283.963,486.213,20.639,-282.198,385.32,-14.476,-293.565,380.323,-20.512,-314.046,417.026,35.557,-337.565,410.892,6.435,-351.274,408.992,-8.573,-352.616,452.485,36.891,-344.272,439.203,5.691,-361.166,433.342,-11.731,-361.349,476.724,18.531,-332.986,462.52,-8.974,-353.297,448.487,-20.798,-356.883,482.96,-10.671,-321.669,471.724,-29.97,-331.455,462.376,-37.621,-334.162
1517,10.10667,484.374,23.461,-204.46,435.47,27.384,-201.203,446.85,41.892,-158.79,489.796,38.622,-149.768,410.218,1.718,-231.703,439.482,35.968,-244.202,479.632,20.611,-249.057,399.508,-2.742,-265.054,425.354,51.475,-283.267,454.232,48.033,-287.728,472.069,35.953,-284.112,486.349,19.846,-282.313,385.499,-15.395,-293.674,380.495,-21.465,-314.166,417.207,34.695,-337.745,411.052,5.556,-351.418,409.15,-9.464,-352.721,452.655,36.016,-344.449,439.372,4.785,-361.31,433.472,-12.604,-361.451,476.882,17.67,-333.104,462.685,-9.835,-353.384,448.645,-21.655,-356.968,483.145,-11.493,-321.758,471.947,-30.826,-331.663,462.556,-38.385,-334.369
1518,10.11333,484.495,22.839,-204.6,435.558,26.698,-201.346,446.918,41.275,-158.943,489.855,38.048,-149.892,410.339,0.97,-231.813,439.539,35.248,-244.319,479.735,19.907,-249.163,399.659,-3.554,-265.159,425.435,50.72,-283.423,454.377,47.301,-287.91,472.182,35.228,-284.244,486.518,19.18,-282.456,385.664,-16.297,-293.747,380.646,-22.407,-314.225,417.312,33.87,-337.905,411.2,4.703,-351.529,409.292,-10.324,-352.823,452.768,35.189,-344.578,439.506,3.938,-361.401,433.612,-13.459,-361.529,477.013,16.879,-333.196,462.845,-10.635,-353.467,448.808,-22.47,-357.043,483.301,-12.271,-321.814,472.116,-31.585,-331.613,462.757,-39.232,-334.304
1519,10.12,484.585,22.205,-204.722,435.612,26.044,-201.462,446.962,40.698,-159.098,489.924,37.484,-150.007,410.429,0.229,-231.899,439.639,34.597,-244.454,479.826,19.229,-249.251,399.765,-4.308,-265.252,425.508,49.988,-283.548,454.431,46.581,-288.021,472.254,34.534,-284.368,486.581,18.478,-282.536,385.827,-17.143,-293.812,380.84,-23.35,-314.319,417.392,33.074,-338.016,411.297,3.876,-351.598,409.408,-11.149,-352.894,452.859,34.426,-344.691,439.636,3.12,-361.462,433.748,-14.279,-361.594,477.119,16.204,-333.295,462.983,-11.386,-353.545,448.96,-23.262,-357.112,483.472,-12.99,-321.871,472.284,-32.293,-331.752,462.946,-39.884,-334.477
1520,10.12667,484.595,21.613,-204.776,435.682,25.434,-201.559,447.057,40.125,-159.228,489.981,36.969,-150.102,410.542,-0.441,-231.981,439.664,33.891,-244.536,479.889,18.662,-249.326,399.888,-5.132,-265.285,425.57,49.298,-283.658,454.486,45.904,-288.119,472.331,33.882,-284.47,486.706,17.89,-282.62,385.973,-18.04,-293.824,380.984,-24.279,-314.312,417.486,32.29,-338.088,411.388,3.07,-351.652,409.5,-11.944,-352.919,452.909,33.666,-344.769,439.695,2.365,-361.516,433.854,-15.082,-361.627,477.204,15.53,-333.366,463.092,-12.115,-353.59,449.077,-23.989,-357.139,483.654,-13.657,-321.905,472.459,-32.983,-331.779,463.114,-40.574,-334.495
1521,10.13333,484.704,21.08,-204.844,435.725,24.801,-201.607,447.084,39.625,-159.316,490.016,36.457,-150.185,410.636,-1.137,-232.006,439.716,33.27,-244.61,479.921,18.036,-249.35,400.019,-5.867,-265.324,425.519,48.569,-283.765,454.459,45.27,-288.158,472.269,33.155,-284.477,486.798,17.3,-282.663,386.118,-18.847,-293.849,381.372,-25.339,-314.338,417.54,31.571,-338.146,411.382,2.261,-351.727,409.595,-12.692,-352.941,452.854,32.89,-344.906,439.739,1.639,-361.551,433.972,-15.846,-361.639,477.281,14.853,-333.428,463.191,-12.826,-353.596,449.204,-24.724,-357.151,483.786,-14.286,-321.92,472.633,-33.655,-331.793,463.235,-41.264,-334.447
1522,10.14,484.73,20.565,-204.863,435.77,24.283,-201.664,447.145,39.103,-159.371,490.055,35.998,-150.234,410.706,-1.755,-232.02,439.765,32.706,-244.659,480.022,17.554,-249.401,400.077,-6.554,-265.324,425.545,47.913,-283.83,454.429,44.629,-288.197,472.321,32.584,-284.541,486.828,16.768,-282.683,386.203,-19.661,-293.807,381.45,-26.182,-314.296,417.529,30.833,-338.174,411.46,1.505,-351.734,409.664,-13.464,-352.909,452.885,32.211,-344.946,439.831,0.9,-361.554,434.019,-16.548,-361.633,477.343,14.228,-333.456,463.289,-13.472,-353.601,449.305,-25.442,-357.118,483.9,-14.916,-321.898,472.76,-34.343,-331.715,463.374,-41.961,-334.375
1523,10.14667,484.762,20.046,-204.858,435.82,23.695,-201.662,447.13,38.633,-159.384,490.097,35.578,-150.269,410.788,-2.383,-232.003,439.746,32.073,-244.65,480.023,16.961,-249.387,400.179,-7.229,-265.302,425.565,47.268,-283.861,454.478,44.043,-288.259,472.368,32.013,-284.578,486.929,16.223,-282.679,386.303,-20.418,-293.763,381.567,-26.955,-314.275,417.561,30.096,-338.199,411.521,0.754,-351.733,409.764,-14.198,-352.886,452.934,31.548,-344.968,439.925,0.134,-361.539,434.107,-17.276,-361.598,477.366,13.601,-333.445,463.363,-14.14,-353.577,449.408,-26.142,-357.062,484.021,-15.516,-321.865,472.853,-34.902,-331.673,463.514,-42.455,-334.408
1524,10.15333,484.774,19.596,-204.851,435.825,23.212,-201.664,447.175,38.142,-159.399,490.101,35.161,-150.278,410.827,-2.973,-231.958,439.787,31.563,-244.672,480.071,16.521,-249.363,400.205,-7.884,-265.251,425.577,46.685,-283.87,454.49,43.465,-288.272,472.369,31.473,-284.544,486.975,15.798,-282.637,386.352,-21.157,-293.698,381.392,-27.5,-314.147,417.596,29.411,-338.202,411.644,0.116,-351.636,409.814,-14.939,-352.833,452.96,30.888,-344.952,439.956,-0.499,-361.523,434.258,-17.938,-361.543,477.434,12.976,-333.437,463.425,-14.782,-353.523,449.499,-26.747,-357.023,484.155,-15.82,-321.896,472.992,-35.262,-331.769,463.6,-42.742,-334.502
1525,10.16,484.814,19.121,-204.814,435.861,22.663,-201.626,447.138,37.708,-159.368,490.086,34.706,-150.242,410.853,-3.517,-231.921,439.749,31.001,-244.622,480.101,16.024,-249.296,400.24,-8.52,-265.174,425.577,46.095,-283.847,454.435,42.904,-288.24,472.377,30.992,-284.53,487.065,15.383,-282.526,386.407,-21.847,-293.64,381.451,-28.215,-314.101,417.617,28.819,-338.158,411.699,-0.486,-351.586,409.897,-15.535,-352.789,452.969,30.31,-344.916,440.002,-1.114,-361.459,434.27,-18.52,-361.49,477.378,12.503,-333.388,463.465,-15.33,-353.467,449.573,-27.329,-356.975,484.386,-16.003,-321.875,473.109,-35.489,-331.708,463.741,-42.979,-334.472
1526,10.16667,484.798,18.704,-204.769,435.846,22.195,-201.578,447.181,37.224,-159.354,490.104,34.371,-150.21,410.919,-4.111,-231.818,439.722,30.509,-244.565,480.057,15.645,-249.197,400.237,-9.132,-265.088,425.541,45.545,-283.797,454.404,42.428,-288.194,472.324,30.577,-284.449,487.071,15.054,-282.463,386.418,-22.541,-293.512,381.454,-28.941,-313.997,417.632,28.228,-338.092,411.72,-1.106,-351.534,409.915,-16.145,-352.719,452.927,29.777,-344.873,440.035,-1.696,-361.393,434.351,-19.115,-361.422,477.324,12.007,-333.329,463.489,-15.821,-353.403,449.587,-27.898,-356.86,484.548,-16.195,-321.865,473.175,-35.76,-331.725,463.873,-43.049,-334.699
1527,10.17333,484.815,18.283,-204.713,435.841,21.646,-201.495,447.151,36.822,-159.3,490.125,33.987,-150.192,410.941,-4.665,-231.702,439.644,30.037,-244.478,480.052,15.226,-249.112,400.19,-9.733,-264.956,425.475,45.023,-283.713,454.259,41.942,-288.097,472.259,30.142,-284.371,487.094,14.819,-282.363,386.423,-23.188,-293.413,381.509,-29.585,-313.86,417.545,27.735,-338.018,411.73,-1.611,-351.461,409.968,-16.664,-352.672,452.818,29.281,-344.787,439.987,-2.212,-361.318,434.297,-19.712,-361.331,477.268,11.637,-333.249,463.472,-16.3,-353.287,449.623,-28.383,-356.769,484.661,-16.277,-321.851,473.242,-35.855,-331.761,463.939,-43.13,-334.772
1528,10.18,484.837,17.944,-204.668,435.811,21.235,-201.435,447.124,36.387,-159.243,490.076,33.631,-150.146,410.958,-5.177,-231.572,439.563,29.562,-244.336,480.032,14.917,-249.026,400.148,-10.295,-264.792,425.391,44.609,-283.597,454.139,41.54,-287.999,472.212,29.883,-284.282,487.126,14.614,-282.269,386.397,-23.829,-293.255,381.734,-30.448,-313.781,417.456,27.329,-337.928,411.616,-2.062,-351.442,409.952,-17.036,-352.619,452.745,28.878,-344.721,440.005,-2.639,-361.216,434.334,-20.123,-361.241,477.201,11.308,-333.117,463.469,-16.645,-353.19,449.602,-28.74,-356.666,484.713,-16.33,-321.84,473.767,-35.174,-332.303,463.93,-43.181,-334.801
1529,10.18667,484.757,17.607,-204.592,435.757,20.748,-201.325,447.117,35.987,-159.178,490.058,33.358,-150.091,410.945,-5.682,-231.433,439.523,29.241,-244.185,479.968,14.687,-248.915,400.071,-10.813,-264.592,425.328,44.37,-283.367,454.075,41.389,-287.852,472.179,29.739,-284.135,487.126,14.487,-282.14,386.365,-24.261,-293.167,381.762,-30.74,-313.725,417.342,27.371,-337.699,411.512,-2.048,-351.376,409.88,-17.015,-352.621,452.704,28.758,-344.623,439.976,-2.735,-361.123,434.357,-20.173,-361.137,477.235,11.203,-332.975,463.505,-16.652,-353.13,449.592,-28.736,-356.644,484.699,-16.299,-321.816,473.744,-35.121,-332.335,463.895,-43.153,-334.823
1530,10.19333,484.794,17.363,-204.543,435.7,20.39,-201.214,447.021,35.634,-159.126,490.051,33.125,-150.055,410.925,-5.968,-231.328,439.47,29.036,-243.932,479.942,14.533,-248.767,399.975,-10.994,-264.508,425.278,44.293,-283.049,454.025,41.377,-287.588,472.126,29.747,-283.923,487.071,14.482,-282.002,386.308,-24.361,-293.16,381.753,-30.781,-313.76,417.242,27.557,-337.476,411.458,-1.788,-351.303,409.884,-16.777,-352.637,452.614,28.976,-344.394,439.895,-2.432,-361.034,434.35,-19.883,-361.11,477.096,11.432,-332.868,463.414,-16.388,-353.084,449.469,-28.499,-356.49,484.654,-16.232,-321.734,473.152,-35.84,-331.686,463.858,-43.114,-334.78
