Frame,Time,WRUX,WRUY,WRUZ,WRRX,WRRY,WRRZ,FARX,FARY,FARZ,FAUX,FAUY,FAUZ,CMC1X,CMC1Y,CMC1Z,CMC2X,CMC2Y,CMC2Z,CMC5X,CMC5Y,CMC5Z,MCP1X,MCP1Y,MCP1Z,MCP2X,MCP2Y,MCP2Z,MCP3X,MCP3Y,MCP3Z,MCP4X,MCP4Y,MCP4Z,MCP5X,MCP5Y,MCP5Z,IPX,IPY,IPZ,FT1X,FT1Y,FT1Z,PIP2X,PIP2Y,PIP2Z,DIP2X,DIP2Y,DIP2Z,FT2X,FT2Y,FT2Z,PIP3X,PIP3Y,PIP3Z,DIP3X,DIP3Y,DIP3Z,FT3X,FT3Y,FT3Z,PIP4X,PIP4Y,PIP4Z,DIP4X,DIP4Y,DIP4Z,FT4X,FT4Y,FT4Z,PIP5X,PIP5Y,PIP5Z,DIP5X,DIP5Y,DIP5Z,FT5X,FT5Y,FT5Z
456,3.03333,486.59,91.09,-144.018,437.884,90.114,-136.446,452.414,99.73,-92.653,496.035,99.291,-87.871,413.413,62.869,-167.346,438.784,103.001,-181.013,481.486,91.699,-187.98,401.184,53.878,-198.836,421.205,117.614,-221.762,451.06,117.979,-228.894,472.197,108.129,-225.61,489.871,92.737,-223.413,394.168,29.012,-229.559,406.18,23.189,-250.082,406.763,94.194,-269.734,404.026,68.151,-286.676,404.569,54.583,-292.798,443.547,101.23,-281.005,435.364,73.745,-300.958,434.389,58.321,-308.655,478.981,79.941,-267.472,467.94,52.314,-287.134,455.53,40.625,-294.817,483.726,47.431,-245.001,476.434,28.658,-252.661,470.341,19.804,-258.543
457,3.04,486.561,91.626,-143.572,437.891,90.721,-135.978,452.468,100.385,-92.197,496.085,99.722,-87.473,413.358,63.619,-166.907,438.753,103.757,-180.422,481.405,92.475,-187.511,401.076,54.767,-198.406,421.07,118.66,-221.059,450.928,119.046,-228.275,471.998,109.074,-225.005,489.789,93.796,-222.965,394.077,30.114,-229.347,406.128,24.371,-249.815,406.344,95.004,-268.996,403.807,68.46,-285.514,404.497,54.65,-291.153,443.258,102.065,-280.702,434.72,73.048,-299.122,433.28,56.805,-305.106,478.849,81.102,-267.157,466.947,52.879,-286.428,453.584,41.099,-292.642,483.615,48.515,-244.775,476.208,29.69,-252.411,469.826,20.758,-258.128
458,3.04667,486.584,92.218,-143.191,437.881,91.336,-135.535,452.512,100.93,-91.76,496.129,100.218,-87.04,413.343,64.279,-166.497,438.697,104.503,-179.87,481.333,93.262,-187.038,400.96,55.635,-198.035,420.926,119.636,-220.376,450.724,120.044,-227.663,471.802,110.015,-224.388,489.645,94.754,-222.413,394.019,31.111,-229.103,406.181,25.504,-249.64,405.934,95.85,-268.308,403.62,68.787,-284.342,404.51,54.679,-289.481,443.11,102.947,-280.446,433.991,72.467,-297.074,432.261,55.592,-301.41,478.721,82.39,-266.851,466.037,53.684,-285.763,452.033,41.813,-290.659,483.627,49.639,-244.606,476.013,30.719,-252.165,469.412,21.712,-257.739
459,3.05333,486.527,92.838,-142.744,437.851,91.932,-135.07,452.511,101.513,-91.3,496.129,100.71,-86.649,413.244,64.935,-166.12,438.598,105.199,-179.312,481.227,94.034,-186.522,400.892,56.401,-197.697,420.803,120.568,-219.746,450.544,121.035,-227.048,471.619,110.939,-223.761,489.566,95.733,-221.875,394.084,32.043,-228.906,406.238,26.6,-249.449,405.519,96.665,-267.681,403.502,69.005,-283.231,404.608,54.723,-287.838,443.143,103.814,-280.262,433.61,72.055,-295.103,431.513,54.733,-297.741,478.698,83.705,-266.601,465.417,54.512,-285.159,450.882,42.816,-288.962,483.631,50.771,-244.345,475.866,31.731,-251.916,469.138,22.718,-257.42
460,3.06,486.485,93.407,-142.339,437.784,92.543,-134.64,452.515,102.05,-90.885,496.143,101.219,-86.238,413.235,65.547,-165.762,438.515,105.87,-178.783,481.121,94.808,-186.054,400.831,57.105,-197.338,420.671,121.433,-219.126,450.386,121.981,-226.437,471.49,111.842,-223.15,489.499,96.726,-221.338,394.107,32.908,-228.717,406.404,27.557,-249.19,405.199,97.408,-267.077,403.459,69.237,-282.151,404.742,54.74,-286.229,443.289,104.689,-280.046,433.259,71.972,-293.519,430.907,54.347,-294.396,478.554,85.063,-266.275,464.904,55.549,-284.855,450.008,43.84,-287.428,483.61,51.818,-244.076,475.809,32.713,-251.713,468.962,23.71,-257.078
461,3.06667,486.42,94.034,-141.953,437.738,93.098,-134.217,452.483,102.584,-90.409,496.166,101.725,-85.845,413.038,66.245,-165.413,438.436,106.535,-178.283,481.044,95.55,-185.532,400.74,57.851,-196.988,420.606,122.28,-218.542,450.141,122.826,-225.796,471.313,112.686,-222.537,489.428,97.659,-220.801,394.122,33.775,-228.554,406.581,28.523,-248.974,404.902,98.109,-266.508,403.387,69.42,-281.12,404.918,54.778,-284.722,443.417,105.849,-279.593,433.121,72.619,-292.576,430.64,54.915,-292.686,478.428,86.352,-265.984,464.498,56.478,-284.341,449.4,44.772,-286.199,483.742,52.92,-243.914,475.652,33.608,-251.414,468.745,24.658,-256.689
462,3.07333,486.436,94.578,-141.573,437.717,93.754,-133.794,452.498,103.16,-90.029,496.157,102.213,-85.498,412.982,66.822,-165.051,438.364,107.172,-177.796,481.055,96.136,-185.109,400.64,58.539,-196.66,420.52,123.073,-218.011,450.026,123.625,-225.214,471.198,113.461,-221.952,489.395,98.533,-220.334,394.092,34.589,-228.345,406.66,29.392,-248.724,404.666,98.808,-265.941,403.355,69.723,-280.3,405.058,54.987,-283.472,443.652,106.852,-279.202,433.104,73.386,-291.859,430.587,55.644,-291.558,478.354,87.475,-265.621,464.24,57.382,-283.872,449.014,45.685,-285.272,483.76,53.899,-243.692,475.47,34.443,-251.126,468.511,25.552,-256.281
463,3.08,486.383,95.133,-141.195,437.679,94.373,-133.404,452.522,103.726,-89.603,496.19,102.685,-85.11,412.922,67.475,-164.696,438.343,107.832,-177.382,480.995,96.793,-184.678,400.518,59.234,-196.3,420.526,123.864,-217.56,449.994,124.347,-224.772,471.245,114.227,-221.483,489.372,99.281,-219.9,394.02,35.451,-228.133,406.735,30.242,-248.455,404.575,99.458,-265.497,403.353,70.122,-279.537,405.15,55.3,-282.404,443.738,107.665,-278.842,433,74.056,-291.209,430.346,56.349,-290.583,478.242,88.446,-265.33,464.008,58.187,-283.46,448.743,46.469,-284.478,483.759,54.745,-243.509,475.266,35.239,-250.861,468.193,26.338,-255.855
464,3.08667,486.391,95.627,-140.851,437.739,94.99,-133.058,452.571,104.322,-89.259,496.227,103.135,-84.766,412.845,68.19,-164.373,438.34,108.476,-177.011,480.97,97.415,-184.293,400.393,59.953,-195.946,420.529,124.602,-217.159,449.935,125.048,-224.361,471.18,114.903,-221.064,489.378,99.978,-219.478,393.944,36.228,-227.859,406.731,31.039,-248.116,404.428,100.066,-265.067,403.291,70.468,-278.842,405.161,55.62,-281.393,443.817,108.412,-278.526,432.822,74.67,-290.635,430.283,56.857,-289.771,478.161,89.298,-265.053,463.796,58.884,-283.06,448.482,47.154,-283.771,483.739,55.557,-243.395,475.019,35.945,-250.61,467.932,27.094,-255.553
465,3.09333,486.448,96.123,-140.542,437.759,95.672,-132.738,452.659,104.909,-88.908,496.311,103.558,-84.461,412.79,68.868,-164.031,438.389,109.1,-176.674,481.015,97.962,-183.992,400.265,60.655,-195.594,420.594,125.316,-216.805,449.979,125.714,-223.996,471.206,115.479,-220.678,489.385,100.603,-219.116,393.779,37.067,-227.61,406.657,31.824,-247.801,404.385,100.7,-264.655,403.214,70.933,-278.216,405.137,55.97,-280.525,443.845,109.028,-278.146,432.682,75.24,-290.104,430.019,57.52,-289.128,478.059,89.994,-264.751,463.546,59.446,-282.665,448.217,47.78,-283.099,483.698,56.244,-243.302,474.731,36.596,-250.435,467.528,27.751,-255.199
466,3.1,486.516,96.582,-140.258,437.837,96.251,-132.451,452.748,105.475,-88.643,496.398,103.953,-84.131,412.751,69.525,-163.69,438.442,109.699,-176.366,481.019,98.468,-183.666,400.085,61.437,-195.229,420.68,126.012,-216.437,450.029,126.322,-223.644,471.217,116.04,-220.333,489.418,101.125,-218.84,393.59,37.884,-227.338,406.524,32.621,-247.501,404.33,101.322,-264.28,403.15,71.316,-277.61,405.097,56.369,-279.715,443.888,109.619,-277.838,432.586,75.771,-289.648,429.822,58.019,-288.41,477.984,90.595,-264.522,463.299,59.986,-282.274,447.924,48.34,-282.43,483.612,56.95,-243.248,474.457,37.119,-250.398,467.048,28.349,-254.821
467,3.10667,486.589,96.952,-139.984,437.907,96.898,-132.172,452.857,106.02,-88.326,496.531,104.322,-83.876,412.662,70.2,-163.373,438.515,110.266,-176.06,481.074,98.94,-183.391,399.687,62.221,-194.867,420.816,126.699,-216.13,450.125,126.907,-223.369,471.286,116.522,-220.03,489.408,101.634,-218.511,393.331,38.655,-227.025,406.331,33.368,-247.162,404.293,101.882,-263.945,403.061,71.76,-277.043,405.054,56.712,-278.855,443.958,110.137,-277.593,432.403,76.2,-289.145,429.6,58.471,-287.661,477.83,91.204,-264.271,463.017,60.39,-281.878,447.613,48.804,-281.756,483.438,57.593,-243.22,474.118,37.644,-250.252,466.5,28.896,-254.374
468,3.11333,486.669,97.397,-139.709,437.991,97.435,-131.914,452.96,106.583,-88.107,496.58,104.669,-83.584,412.644,70.834,-163.045,438.601,110.805,-175.777,481.119,99.41,-183.143,399.526,62.864,-194.501,420.89,127.323,-215.79,450.162,127.454,-223.028,471.269,117.031,-219.722,489.431,102.019,-218.215,393.099,39.385,-226.733,406.159,34.094,-246.832,404.267,102.46,-263.573,403.01,72.089,-276.489,405.011,57.056,-278.037,443.98,110.637,-277.299,432.223,76.588,-288.689,429.4,58.871,-286.969,477.707,91.675,-264.012,462.774,60.833,-281.51,447.289,49.213,-281.077,483.262,58.227,-243.217,473.637,38.133,-250.028,465.933,29.417,-253.963
469,3.12,486.709,97.754,-139.463,438.053,97.999,-131.671,453.101,107.04,-87.867,496.697,105.007,-83.338,412.622,71.398,-162.703,438.622,111.324,-175.455,481.144,99.844,-182.873,399.346,63.49,-194.131,420.982,127.938,-215.488,450.233,127.988,-222.743,471.333,117.51,-219.45,489.405,102.543,-217.939,392.851,40.091,-226.463,406.024,34.785,-246.505,404.245,103.031,-263.276,402.93,72.511,-275.936,404.984,57.35,-277.242,444.016,111.059,-276.993,432.109,76.975,-288.236,429.161,59.307,-286.311,477.546,92.179,-263.807,462.488,61.196,-281.151,446.994,49.607,-280.479,483.093,58.866,-243.264,473.232,38.69,-249.933,465.477,29.985,-253.681
470,3.12667,486.807,98.056,-139.195,438.123,98.438,-131.411,453.207,107.515,-87.608,496.821,105.295,-83.094,412.572,71.9,-162.417,438.659,111.781,-175.164,481.11,100.402,-182.594,399.246,63.964,-193.751,420.989,128.513,-215.087,450.235,128.533,-222.41,471.261,118.001,-219.114,489.386,103.031,-217.699,392.65,40.719,-226.221,405.933,35.382,-246.189,404.183,103.581,-262.925,402.844,72.859,-275.422,404.951,57.731,-276.431,443.978,111.622,-276.678,431.984,77.478,-287.841,429.012,59.695,-285.638,477.389,92.702,-263.554,462.226,61.733,-280.862,446.728,50.098,-279.931,482.861,59.593,-243.409,472.909,39.317,-249.95,465.056,30.603,-253.475
471,3.13333,486.863,98.408,-138.946,438.218,98.815,-131.133,453.288,107.888,-87.408,496.9,105.566,-82.837,412.605,72.276,-162.087,438.652,112.186,-174.806,481.081,100.849,-182.329,399.093,64.427,-193.403,420.958,129.066,-214.67,450.155,129.126,-222.013,471.214,118.542,-218.803,489.294,103.593,-217.447,392.463,41.301,-225.972,405.869,36.068,-245.907,404.113,104.213,-262.6,402.763,73.29,-274.888,404.934,58.079,-275.612,443.903,112.217,-276.361,431.819,78.005,-287.402,428.806,60.258,-285.076,477.175,93.382,-263.36,461.94,62.297,-280.538,446.47,50.677,-279.438,482.651,60.46,-243.586,472.598,40.02,-250.015,464.71,31.327,-253.35
472,3.14,486.947,98.772,-138.727,438.249,99.123,-130.907,453.392,108.21,-87.187,497.002,105.878,-82.63,412.66,72.577,-161.775,438.623,112.563,-174.426,481.058,101.341,-182.054,398.966,64.772,-193.038,420.857,129.583,-214.129,450.017,129.686,-221.551,471.068,119.16,-218.437,489.169,104.203,-217.17,392.309,41.863,-225.782,405.792,36.722,-245.705,403.986,104.836,-262.212,402.667,73.634,-274.333,404.929,58.464,-274.651,443.714,112.907,-276.008,431.59,78.657,-286.981,428.581,60.866,-284.497,476.872,94.201,-263.13,461.644,63.015,-280.28,446.227,51.32,-278.971,482.386,61.336,-243.745,472.327,40.76,-250.054,464.41,32.097,-253.243
473,3.14667,486.995,99.067,-138.466,438.269,99.375,-130.626,453.447,108.441,-86.93,497.06,106.133,-82.397,412.695,72.81,-161.447,438.581,112.905,-174.03,480.996,101.813,-181.75,398.901,65.131,-192.677,420.722,130.114,-213.588,449.876,130.333,-221.107,470.937,119.78,-218.052,489.088,104.863,-216.92,392.164,42.389,-225.631,405.761,37.442,-245.52,403.817,105.485,-261.834,402.544,74.084,-273.767,404.985,58.814,-273.747,443.52,113.617,-275.569,431.138,79.242,-286.633,428.424,61.531,-283.948,476.549,95.048,-262.858,461.391,63.851,-279.955,446.036,52.118,-278.61,482.14,62.218,-243.846,472.011,41.479,-249.995,464.11,32.851,-253.066
474,3.15333,487.041,99.394,-138.238,438.283,99.578,-130.333,453.438,108.653,-86.682,497.118,106.392,-82.16,412.693,73.074,-161.143,438.511,113.27,-173.61,480.951,102.299,-181.474,398.825,65.444,-192.311,420.58,130.574,-213.122,449.679,130.964,-220.599,470.834,120.417,-217.648,489.028,105.493,-216.681,392.024,42.956,-225.463,405.707,38.13,-245.334,403.665,106.136,-261.421,402.442,74.483,-273.181,404.955,59.252,-272.835,443.313,114.362,-275.129,431.009,79.894,-286.199,428.224,62.221,-283.401,476.245,95.92,-262.608,461.1,64.624,-279.712,445.832,52.821,-278.133,481.907,63.04,-243.874,471.778,42.24,-249.903,463.828,33.599,-252.842
475,3.16,487.061,99.759,-138.031,438.303,99.815,-130.061,453.434,108.901,-86.47,497.114,106.715,-81.938,412.74,73.362,-160.848,438.437,113.633,-173.217,480.887,102.785,-181.168,398.736,65.763,-191.964,420.419,131.073,-212.577,449.63,131.61,-220.132,470.598,120.976,-217.265,488.914,106.131,-216.394,391.894,43.462,-225.298,405.699,38.773,-245.117,403.532,106.782,-261.065,402.287,74.878,-272.602,404.982,59.626,-271.865,443.132,115.091,-274.717,430.808,80.448,-285.764,428.009,62.779,-282.793,475.961,96.751,-262.367,460.816,65.327,-279.443,445.618,53.438,-277.638,481.689,63.86,-243.887,471.589,42.975,-249.8,463.591,34.297,-252.609
476,3.16667,486.976,100.101,-137.771,438.332,100.098,-129.807,453.395,109.157,-86.213,497.088,107.046,-81.73,412.789,73.615,-160.573,438.383,114.013,-172.868,480.855,103.232,-180.901,398.631,66.127,-191.657,420.321,131.555,-212.139,449.409,132.148,-219.743,470.549,121.613,-216.93,488.828,106.725,-216.137,391.765,43.95,-225.11,405.732,39.381,-244.878,403.386,107.32,-260.711,402.209,75.162,-272.042,404.982,59.964,-270.91,442.927,115.751,-274.339,430.628,81.037,-285.366,427.882,63.291,-282.199,475.663,97.465,-262.087,460.592,65.952,-279.181,445.448,54.023,-277.136,481.493,64.622,-243.879,471.263,43.543,-249.543,463.213,34.893,-252.119
477,3.17333,487.057,100.526,-137.543,438.281,100.442,-129.563,453.374,109.439,-85.95,497.056,107.408,-81.503,412.764,73.939,-160.266,438.293,114.375,-172.561,480.795,103.739,-180.632,398.527,66.44,-191.326,420.212,132.019,-211.747,449.339,132.683,-219.384,470.372,122.084,-216.621,488.729,107.3,-215.923,391.675,44.353,-224.88,405.778,39.865,-244.606,403.302,107.759,-260.419,402.111,75.423,-271.46,404.98,60.199,-270.003,442.738,116.249,-274.024,430.471,81.372,-284.901,427.744,63.667,-281.581,475.402,98.089,-261.841,460.36,66.44,-278.864,445.289,54.447,-276.555,481.214,65.198,-243.82,470.995,43.994,-249.237,462.805,35.344,-251.478
478,3.18,487.02,100.941,-137.35,438.304,100.78,-129.322,453.38,109.743,-85.724,497.077,107.804,-81.285,412.749,74.311,-159.98,438.189,114.787,-172.266,480.751,104.207,-180.425,398.443,66.741,-190.974,420.101,132.415,-211.441,449.208,133.218,-219.1,470.271,122.604,-216.389,488.646,107.834,-215.744,391.556,44.74,-224.619,405.763,40.343,-244.306,403.209,108.101,-260.186,402.023,75.533,-270.878,405.01,60.352,-269.076,442.549,116.597,-273.731,430.25,81.593,-284.449,427.554,63.92,-280.968,475.154,98.626,-261.626,460.165,66.805,-278.53,445.157,54.793,-275.942,480.972,65.792,-243.765,470.695,44.379,-248.832,462.398,35.727,-250.742
479,3.18667,487.065,101.411,-137.141,438.345,101.162,-129.101,453.396,110.154,-85.482,497.125,108.172,-81.085,412.761,74.62,-159.666,438.143,115.165,-172.04,480.685,104.705,-180.231,398.344,67.031,-190.58,419.966,132.764,-211.13,449.102,133.538,-218.913,470.159,123.032,-216.181,488.531,108.28,-215.567,391.447,45.054,-224.308,405.735,40.721,-243.966,403.145,108.368,-259.915,401.98,75.597,-270.359,404.978,60.439,-268.165,442.355,116.831,-273.463,430.084,81.721,-283.993,427.468,64.022,-280.283,474.88,99.037,-261.434,459.922,67.045,-278.156,445.017,54.943,-275.318,480.689,66.213,-243.642,470.38,44.652,-248.381,462.026,36.046,-249.971
480,3.19333,487.073,101.779,-136.93,438.355,101.544,-128.92,453.427,110.484,-85.268,497.174,108.546,-80.907,412.801,74.969,-159.362,438.09,115.542,-171.814,480.651,105.116,-180.047,398.214,67.302,-190.2,419.874,133.128,-210.897,448.95,134.02,-218.682,470.019,123.429,-215.992,488.452,108.722,-215.43,391.331,45.341,-223.997,405.697,41.053,-243.593,403.062,108.588,-259.681,401.919,75.628,-269.807,404.964,60.509,-267.38,442.19,117.036,-273.214,429.761,81.819,-283.565,427.309,64.093,-279.612,474.603,99.399,-261.262,459.702,67.247,-277.82,444.829,55.151,-274.675,480.408,66.664,-243.559,470.081,44.915,-247.967,461.64,36.336,-249.215
481,3.2,487.078,102.156,-136.749,438.416,101.867,-128.718,453.517,110.826,-85.076,497.198,108.88,-80.685,412.763,75.294,-159.066,438.033,115.845,-171.586,480.583,105.51,-179.834,398.085,67.567,-189.85,419.786,133.45,-210.591,448.873,134.348,-218.432,469.901,123.817,-215.8,488.364,109.121,-215.316,391.106,45.687,-223.725,405.667,41.403,-243.252,403.005,108.819,-259.467,401.839,75.734,-269.314,404.913,60.667,-266.647,442.012,117.204,-272.945,429.693,81.901,-283.136,427.184,64.218,-279,474.335,99.758,-261.095,459.404,67.464,-277.452,444.641,55.31,-274.145,480.144,67.051,-243.519,469.747,45.181,-247.545,461.25,36.598,-248.51
482,3.20667,487.148,102.485,-136.578,438.46,102.138,-128.535,453.558,111.114,-84.9,497.262,109.141,-80.506,412.752,75.569,-158.765,437.97,116.136,-171.317,480.573,105.884,-179.67,397.917,67.836,-189.465,419.697,133.811,-210.245,448.785,134.792,-218.195,469.786,124.175,-215.588,488.264,109.499,-215.189,390.906,46.007,-223.475,405.523,41.847,-242.971,402.966,109.218,-259.157,401.728,75.964,-268.806,404.864,60.893,-265.986,441.882,117.457,-272.67,429.599,82.077,-282.688,427.069,64.389,-278.449,474.078,100.202,-260.931,459.153,67.752,-277.137,444.464,55.565,-273.59,479.799,67.482,-243.458,469.411,45.453,-247.197,460.86,36.96,-247.824
483,3.21333,487.228,102.696,-136.415,438.521,102.28,-128.348,453.58,111.286,-84.728,497.321,109.325,-80.354,412.779,75.768,-158.486,437.945,116.376,-171.023,480.545,106.222,-179.467,397.757,68.051,-189.108,419.631,134.179,-209.844,448.687,135.17,-217.814,469.651,124.61,-215.319,488.166,109.911,-215.052,390.646,46.424,-223.266,405.355,42.352,-242.746,402.874,109.606,-258.852,401.663,76.277,-268.34,404.789,61.25,-265.411,441.736,117.871,-272.34,429.455,82.377,-282.278,426.896,64.728,-277.858,473.768,100.732,-260.727,458.847,68.162,-276.806,444.227,55.979,-273.094,479.482,67.989,-243.448,469.092,45.659,-246.8,460.414,37.315,-247.297
484,3.22,487.273,102.871,-136.242,438.577,102.356,-128.166,453.631,111.38,-84.581,497.375,109.49,-80.199,412.847,75.927,-158.182,437.928,116.595,-170.686,480.54,106.577,-179.256,397.577,68.27,-188.735,419.531,134.561,-209.346,448.601,135.682,-217.417,469.576,125.038,-215.02,488.033,110.342,-214.863,390.345,46.907,-223.117,405.206,42.962,-242.561,402.868,110.162,-258.549,401.672,76.798,-267.888,404.758,61.736,-264.902,441.601,118.355,-271.982,429.198,82.822,-281.877,426.793,65.154,-277.358,473.465,101.338,-260.512,458.551,68.7,-276.48,444.003,56.435,-272.555,479.144,68.49,-243.386,468.733,46.082,-246.416,459.964,37.722,-246.607
485,3.22667,487.318,103.05,-136.085,438.637,102.333,-127.998,453.645,111.428,-84.469,497.403,109.636,-80.069,412.92,75.989,-157.907,437.903,116.755,-170.306,480.548,106.895,-179.038,397.38,68.497,-188.393,419.448,135.009,-208.79,448.495,136.187,-216.891,469.446,125.592,-214.635,487.912,110.868,-214.645,390.042,47.431,-223.073,405.022,43.651,-242.432,402.859,110.753,-258.173,401.729,77.304,-267.513,404.816,62.294,-264.414,441.536,118.878,-271.567,429.414,83.303,-281.42,426.792,65.67,-276.805,473.161,102.05,-260.247,458.302,69.304,-276.13,443.947,56.921,-272.134,478.84,69.04,-243.296,468.402,46.512,-245.981,459.559,38.181,-245.837
486,3.23333,487.325,103.252,-135.943,438.63,102.272,-127.819,453.599,111.418,-84.362,497.411,109.765,-79.953,412.958,76.083,-157.679,437.883,116.929,-169.951,480.508,107.294,-178.747,397.168,68.737,-188.087,419.381,135.465,-208.243,448.453,136.774,-216.404,469.396,126.191,-214.285,487.842,111.4,-214.433,389.737,48.006,-223.073,404.92,44.409,-242.359,402.952,111.382,-257.875,401.867,77.885,-267.141,404.887,62.863,-263.927,441.48,119.485,-271.067,429.262,83.859,-280.99,426.833,66.2,-276.255,472.968,102.813,-259.985,458.094,69.945,-275.749,443.832,57.577,-271.57,478.518,69.609,-243.126,468.077,46.894,-245.443,459.2,38.66,-244.995
487,3.24,487.343,103.489,-135.797,438.618,102.225,-127.651,453.513,111.381,-84.245,497.374,109.934,-79.836,413.011,76.166,-157.457,437.831,117.138,-169.582,480.534,107.65,-178.487,396.976,68.959,-187.829,419.32,135.915,-207.74,448.392,137.323,-215.919,469.34,126.748,-213.886,487.772,111.973,-214.201,389.437,48.572,-223.096,404.848,45.152,-242.28,403.089,111.993,-257.573,402.061,78.404,-266.802,404.844,63.369,-263.62,441.525,120.092,-270.674,429.7,84.516,-280.465,426.93,66.699,-275.746,472.804,103.542,-259.699,458.018,70.573,-275.376,443.846,57.988,-271.073,478.334,70.223,-243.009,467.863,47.332,-244.932,458.905,39.103,-244.052
488,3.24667,487.367,103.752,-135.667,438.631,102.208,-127.5,453.428,111.378,-84.122,497.33,110.135,-79.755,413.076,76.293,-157.258,437.823,117.352,-169.277,480.531,108.112,-178.226,396.766,69.216,-187.559,419.251,136.331,-207.248,448.298,137.925,-215.448,469.329,127.363,-213.583,487.745,112.516,-213.986,389.172,49.174,-223.134,404.829,45.828,-242.212,403.265,112.502,-257.317,402.309,78.895,-266.419,405.124,63.83,-263.179,441.593,120.567,-270.309,429.894,84.953,-279.972,427.17,67.089,-275.199,472.67,104.223,-259.383,457.979,71.124,-274.937,444.014,58.464,-270.576,478.186,70.656,-242.829,467.7,47.629,-244.321,458.687,39.614,-243.085
489,3.25333,487.376,104.028,-135.47,438.664,102.269,-127.365,453.368,111.419,-84.004,497.288,110.362,-79.643,413.175,76.46,-157.067,437.816,117.607,-169.02,480.523,108.471,-177.978,396.635,69.462,-187.335,419.282,136.701,-206.928,448.358,138.373,-215.146,469.363,127.883,-213.299,487.716,112.994,-213.784,389.027,49.643,-223.116,404.789,46.442,-242.113,403.463,112.94,-257.141,402.459,79.173,-266.16,405.553,64.248,-262.62,441.727,120.959,-269.98,430.047,85.207,-279.609,427.331,67.385,-274.634,472.612,104.795,-259.144,457.992,71.547,-274.526,444.063,58.813,-270.017,478.103,71.149,-242.664,467.559,47.946,-243.691,458.405,40.017,-242.082
